,station_origin,station_destination,flows,distance
2209,Baker Street,Kilburn,9,2173.4305852956604
2210,Baker Street,Kilburn Park,9,3871.8206010400772
2211,Baker Street,King's Cross St. Pancras,289,2469.296499182815
2212,Baker Street,Kingsbury,9,1960.7481209880088
2213,Baker Street,Knightsbridge,9,4108.290072929012
2214,Baker Street,Ladbroke Grove,40,3956.184390254677
2215,Baker Street,Lambeth North,11,4942.098980270499
2216,Baker Street,Lancaster Gate,0,3498.840943016262
2217,Baker Street,Latimer Road,18,4612.596367525465
2218,Baker Street,Leicester Square,4,3084.1168266078885
2219,Baker Street,Leyton,0,13441.186109693968
2220,Baker Street,Leytonstone,1,15094.398289893055
2221,Baker Street,Liverpool Street,580,5810.455671258738
2222,Baker Street,London Bridge,353,6125.752582710314
2223,Baker Street,Loughton,0,21380.50175867273
2224,Baker Street,Maida Vale,8,3029.601416712857
2225,Baker Street,Manor House,7,7631.776660693512
2226,Baker Street,Mansion House,31,5805.592413339914
2227,Baker Street,Marble Arch,4,2285.805908919037
2228,Baker Street,Marylebone,3,535.5205001079672
2229,Baker Street,Mile End,6,8904.93359196404
2230,Baker Street,Mill Hill East,0,14325.745650419089
2231,Baker Street,Moor Park,6,12973.991213527741
2232,Baker Street,Moorgate,578,5449.207001698535
2233,Baker Street,Morden,2,17566.548355043844
2234,Baker Street,Mornington Crescent,0,4049.941959306744
2235,Baker Street,Neasden,13,3514.3195725605783
2236,Baker Street,Newbury Park,2,21409.61090994761
2237,Baker Street,North Acton,3,7992.943229960264
2238,Baker Street,North Greenwich,35,10902.566979218716
2239,Baker Street,North Harrow,3,5519.989860164652
2240,Baker Street,North Wembley,0,12661.763276479349
2241,Baker Street,Northfields,1,6406.037335668584
2242,Baker Street,Northolt,0,14137.921172090339
2243,Baker Street,Northwick Park,31,3505.770773997601
2244,Baker Street,Northwood,7,10764.04081475101
2245,Baker Street,Northwood Hills,4,9181.023559589794
2246,Baker Street,Notting Hill Gate,7,2956.7210871030484
2247,Baker Street,Oakwood,0,17545.373105259518
2248,Baker Street,Old Street,65,5163.957576785129
2249,Baker Street,Osterley,1,9887.736484005813
2250,Baker Street,Oval,2,7042.89147883586
2251,Baker Street,Oxford Circus,92,1754.853570813148
2252,Baker Street,Paddington,99,1364.888645817657
2253,Baker Street,Park Royal,0,7366.988631712208
2254,Baker Street,Parsons Green,6,5836.488544311563
2255,Baker Street,Perivale,0,10731.727295080014
