station_origin,station_destination,flow_changeA,flow_changeB1,flow_changeB2
Angel,Hampstead,-37,-40,-44
High Street Kensington,Cannon Street,-37,-43,-44
Tooting Broadway,Goodge Street,-37,-46,-44
White City,Hanger Lane,-37,-31,-44
Canada Water,Anerley,-37,-42,-43
Park Royal,Earl's Court,-37,-38,-43
Farringdon,Westbourne Park,-37,-41,-42
Park Royal,Acton Town,-37,-23,-42
Shepherd's Bush Market,Royal Oak,-37,-39,-42
Sudbury Town,South Harrow,-37,-25,-42
Willesden Junction,North Wembley,-37,-36,-42
Eastcote,Euston Square,-37,-41,-41
West Ruislip,East Acton,-37,-34,-41
Whitechapel,Honor Oak Park,-37,-41,-41
Kensal Green,Harrow & Wealdstone,-37,-37,-40
Woodside Park,Euston,-37,-33,-40
Harlesden,Watford Junction,-37,-35,-39
Hounslow Central,Holborn,-37,-48,-23
Cockfosters,Holborn,-37,-35,18
Epping,Holborn,-37,-33,65
Barking,Blackfriars,-37,-35,270
Newbury Park,Bank and Monument,-37,-25,385
Canary Wharf,Canada Water,-36,46,-348
Kennington,Bank and Monument,-36,27,-254
Pimlico,Liverpool Street,-36,-97,-138
Putney Bridge,Bank and Monument,-36,-83,-129
Paddington,High Street Kensington,-36,58,-122
Brent Cross,Bank and Monument,-36,-62,-98
Farringdon,Aldgate East,-36,-47,-88
Belsize Park,Warren Street,-36,-14,-83
Kentish Town,London Bridge,-36,-51,-75
Tooting Bec,Elephant & Castle,-36,-48,-72
King's Cross St. Pancras,Westbourne Park,-36,-59,-69
South Acton,Willesden Junction,-36,-52,-69
Clapham Common,Tottenham Court Road,-36,-39,-68
Forest Gate,Romford,-36,-67,-68
Maida Vale,Waterloo,-36,-46,-68
Dalston Kingsland,Gospel Oak,-36,-42,-67
Bow Road,South Kensington,-36,-52,-65
Caledonian Road,Leicester Square,-36,-42,-63
High Street Kensington,Sloane Square,-36,-26,-62
Chalk Farm,Angel,-36,-36,-60
Chalk Farm,Goodge Street,-36,-30,-59
Burnt Oak,Angel,-36,-44,-57
Turkey Street,Silver Street,-36,-40,-56
Croxley,Moorgate,-36,-50,-55
Stepney Green,Cannon Street,-36,-47,-54
Bank and Monument,Colindale,-36,-52,-53
Woodford,Loughton,-36,19,-53
Acton Central,Finchley Road & Frognal,-36,-47,-52
Perivale,White City,-36,-15,-52
Fulham Broadway,Aldgate East,-36,-47,-51
Hainault,Leytonstone,-36,-30,-51
Putney Bridge,High Street Kensington,-36,-28,-51
Hampstead,Golders Green,-36,27,-50
Arnos Grove,Russell Square,-36,-40,-48
Goldhawk Road,Ladbroke Grove,-36,-28,-48
Elm Park,Upton Park,-36,-37,-46
Hatton Cross,Earl's Court,-36,-41,-46
Leytonstone,Newbury Park,-36,-36,-46
West Kensington,Ealing Broadway,-36,-38,-46
North Ealing,South Kensington,-36,-37,-45
Hounslow East,Park Royal,-36,-33,-44
Upper Holloway,Barking,-36,-42,-44
Watford,Northwood,-36,-6,-44
West Ruislip,North Acton,-36,-27,-44
Gunnersbury,Camden Road,-36,-37,-43
Kilburn,Kingsbury,-36,-39,-43
Shepherd's Bush,Perivale,-36,-40,-43
Acton Town,Hounslow Central,-36,-39,-42
Chalfont & Latimer,Rickmansworth,-36,14,-42
Edgware Road,Wood Lane,-36,-40,-42
Northwick Park,Northwood,-36,-33,-42
Harrow-on-the-Hill,Chalfont & Latimer,-36,-34,-41
Moor Park,Watford,-36,7,-41
Wembley Central,Kilburn Park,-36,-37,-41
Woodford,Epping,-36,-18,-41
Aldgate,Wembley Park,-36,-40,-40
Harrow & Wealdstone,Warwick Avenue,-36,-38,-40
Liverpool Street,Chingford,-36,-39,-39
Moor Park,Chorleywood,-36,-22,-39
Harrow-on-the-Hill,Chesham,-36,-32,-38
Hendon Central,Euston,-36,-27,-31
Hammersmith,Gloucester Road,-36,34,-28
Loughton,Tottenham Court Road,-36,-42,-27
East Ham,Blackfriars,-36,-45,-5
South Ruislip,Chancery Lane,-36,-39,-5
Southgate,Covent Garden,-36,-40,-1
Walthamstow Central,Bethnal Green,-36,5,30
Hainault,Holborn,-36,-35,44
North Wembley,South Kenton,-36,42,90
Northwick Park,Wembley Park,-36,183,322
Watford High Street,Watford Junction,-36,288,369
Wimbledon,St. James's Park,-35,-60,-114
West Ham,Westminster,-35,-86,-105
Barking,St. James's Park,-35,-68,-103
Turnpike Lane,Hammersmith,-35,-52,-91
Brondesbury,Camden Road,-35,-41,-78
Charing Cross,Knightsbridge,-35,-50,-78
Euston,Archway,-35,-57,-75
King's Cross St. Pancras,Wood Green,-35,-66,-71
Leyton,Marble Arch,-35,-50,-66
Dollis Hill,Canary Wharf,-35,-36,-66
Kilburn Park,Waterloo,-35,-45,-65
Tooting Bec,Oval,-35,-39,-65
Wood Green,Earl's Court,-35,-51,-65
Acton Town,Gloucester Road,-35,-40,-62
Victoria,Bayswater,-35,-56,-62
Aldgate East,Piccadilly Circus,-35,-52,-61
Liverpool Street,Leytonstone,-35,-59,-61
Mudchute,Limehouse,-35,-43,-60
Hammersmith,Ealing Common,-35,-46,-57
Custom House,Shadwell,-35,-49,-56
Warwick Avenue,St. Paul's,-35,-47,-56
Bank and Monument,Leyton,-35,-54,-55
Parsons Green,Aldgate East,-35,-49,-55
Stratford,Buckhurst Hill,-35,-47,-54
Liverpool Street,Royal Oak,-35,-51,-52
Preston Road,Great Portland Street,-35,-42,-52
Woodside Park,Leicester Square,-35,-43,-52
Fulham Broadway,Tower Hill,-35,-46,-51
Royal Oak,Great Portland Street,-35,-38,-51
West Croydon,Whitechapel,-35,-66,-51
Barking,Gospel Oak,-35,-35,-50
Eastcote,Great Portland Street,-35,-41,-50
Richmond,Wood Lane,-35,-33,-50
West Harrow,Farringdon,-35,-40,-50
Marble Arch,Canary Wharf,-35,-44,-50
Charing Cross,Kentish Town,-35,-46,-49
Putney Bridge,Aldgate East,-35,-44,-49
Bank and Monument,Hanger Lane,-35,-46,-48
Northfields,Russell Square,-35,-43,-48
South Kensington,Richmond,-35,-38,-48
Whitechapel,Canonbury,-35,-45,-48
Tower Hill,Wimbledon,-35,-44,-47
Bounds Green,Piccadilly Circus,-35,-44,-46
Haggerston,New Cross,-35,-37,-45
Headstone Lane,Queen's Park,-35,-43,-45
Acton Town,Heathrow Terminals 2 & 3,-35,-31,-44
Edgware Road,Fulham Broadway,-35,-41,-44
Dagenham East,Upton Park,-35,-36,-43
Hounslow West,Boston Manor,-35,-26,-43
Liverpool Street,Rectory Road,-35,-42,-43
Mill Hill East,Kentish Town,-35,-31,-43
Bounds Green,Oakwood,-35,-26,-42
Mansion House,Westminster,-35,-40,-42
Maryland,Romford,-35,-41,-41
White Hart Lane,Cambridge Heath,-35,-38,-41
Alperton,South Harrow,-35,-32,-39
Beckton Park,Tower Gateway,-35,-36,-39
Chesham,Chorleywood,-35,6,-39
Harrow & Wealdstone,Bushey,-35,-27,-38
Kensington,Imperial Wharf,-35,-34,-37
Redbridge,Chancery Lane,-35,-35,-27
Boston Manor,Acton Town,-35,-10,-25
Morden,Goodge Street,-35,-40,-24
Greenford,Marble Arch,-35,-35,32
Shepherd's Bush Market,Hammersmith,-35,398,172
Woodside Park,Tottenham Court Road,-35,-32,221
Edgware,Tottenham Court Road,-35,-31,253
Bounds Green,Farringdon,-35,-2,460
Leytonstone,Oxford Circus,-34,-53,-173
Clapham South,King's Cross St. Pancras,-34,-57,-150
West Hampstead,Swiss Cottage,-34,211,-150
Hammersmith,Gunnersbury,-34,92,-140
Blackhorse Road,Green Park,-34,-75,-133
Stratford,Snaresbrook,-34,-60,-99
Moorgate,Aldgate East,-34,-56,-93
Colliers Wood,Embankment,-34,-63,-85
Arsenal,Farringdon,-34,-23,-78
South Woodford,Whitechapel,-34,-31,-73
Fulham Broadway,Piccadilly Circus,-34,-48,-71
Gants Hill,Bond Street,-34,-38,-66
Oxford Circus,Highbury & Islington,-34,-56,-65
Leytonstone,Marble Arch,-34,-44,-63
Whitechapel,West Brompton,-34,-59,-63
Barons Court,Gunnersbury,-34,-38,-62
Mile End,Marble Arch,-34,-47,-62
Kilburn,Great Portland Street,-34,-31,-61
High Street Kensington,Westminster,-34,-48,-60
Barking,Stepney Green,-34,-38,-59
Heron Quays,Crossharbour,-34,-55,-59
East Acton,Notting Hill Gate,-34,-32,-58
Colliers Wood,Oval,-34,-38,-57
Wood Green,Brixton,-34,-38,-56
Richmond,Blackfriars,-34,-39,-55
Wanstead,Tottenham Court Road,-34,-39,-55
Kennington,Angel,-34,-42,-54
Northfields,Leicester Square,-34,-46,-54
Hammersmith,Uxbridge,-34,-39,-53
Southgate,Leicester Square,-34,-41,-53
Wood Lane,Baker Street,-34,-38,-53
Moorgate,Great Portland Street,-34,-49,-52
Wimbledon Park,West Brompton,-34,-44,-52
Colindale,Brent Cross,-34,-7,-51
Ladbroke Grove,Barbican,-34,-42,-50
Neasden,St. John's Wood,-34,-23,-50
Oval,Clapham Common,-34,-34,-50
Edgware,Mornington Crescent,-34,-37,-49
Hammersmith,Boston Manor,-34,-41,-49
Elm Park,East Ham,-34,-29,-48
Gloucester Road,Ravenscourt Park,-34,-43,-48
Liverpool Street,Hanger Lane,-34,-46,-48
Maida Vale,Willesden Junction,-34,-30,-48
Bethnal Green,East Ham,-34,-41,-46
Blackfriars,Stepney Green,-34,-43,-46
Dagenham Heathway,Upney,-34,-16,-46
Enfield Town,Stamford Hill,-34,-40,-46
Kensal Green,Charing Cross,-34,-41,-46
Kew Gardens,Temple,-34,-41,-46
Perivale,Chancery Lane,-34,-38,-46
Theobalds Grove,Silver Street,-34,-40,-46
Bromley-by-Bow,Upton Park,-34,-33,-45
Hampstead Heath,Richmond,-34,-39,-45
Hounslow Central,Boston Manor,-34,-20,-45
Richmond,Sloane Square,-34,-33,-45
Blackfriars,Gunnersbury,-34,-42,-44
Kennington,Tooting Broadway,-34,-42,-44
Bayswater,Fulham Broadway,-34,-38,-43
Old Street,Tooting Broadway,-34,-42,-43
Croxley,Euston Square,-34,-39,-42
Rickmansworth,Great Portland Street,-34,-37,-42
Woodgrange Park,South Tottenham,-34,-37,-42
Woodgrange Park,Upper Holloway,-34,-38,-42
Latimer Road,Great Portland Street,-34,-36,-41
Tufnell Park,Finchley Central,-34,-36,-41
Angel,Golders Green,-34,-36,-39
Kenton,Stonebridge Park,-34,-28,-39
Embankment,West Kensington,-34,-38,-38
Ruislip Gardens,St. Paul's,-34,-39,-38
Sudbury Town,Northfields,-34,-36,-38
Alperton,Hatton Cross,-34,-33,-37
Grange Hill,Woodford,-34,-28,-37
West Brompton,Brondesbury Park,-34,-36,-37
Northwood Hills,Chalfont & Latimer,-34,-31,-36
Pinner,Barbican,-34,-43,-35
Rayners Lane,Euston Square,-34,-39,-26
Moor Park,Farringdon,-34,-38,-24
Grange Hill,Liverpool Street,-34,-37,-18
Woodside Park,Angel,-34,-35,-10
Upminster,Blackfriars,-34,-35,-4
Southgate,St. Paul's,-34,-34,4
Penge West,West Croydon,-34,57,144
Harringay Green Lanes,Upper Holloway,-34,14,173
Harrow & Wealdstone,Kenton,-34,193,438
Wimbledon,Knightsbridge,-34,-10,657
Waterloo,Kentish Town,-33,-125,-174
Bank and Monument,Bethnal Green,-33,-112,-161
Stockwell,Blackfriars,-33,-48,-127
Tottenham Hale,Holborn,-33,-46,-123
Denmark Hill,Shoreditch High Street,-33,-41,-120
Canada Water,High Street Kensington,-33,-86,-113
Bow Road,King's Cross St. Pancras,-33,-54,-109
Bank and Monument,High Street Kensington,-33,-85,-93
White City,Victoria,-33,-34,-90
Enfield Town,Silver Street,-33,-8,-82
Old Street,Baker Street,-33,-60,-82
Limehouse,Crossharbour,-33,-60,-81
Woodside Park,London Bridge,-33,-47,-81
Kingsbury,London Bridge,-33,-46,-76
Bank and Monument,Tooting Broadway,-33,-72,-75
Cutty Sark,Limehouse,-33,-37,-71
Finchley Road,Southwark,-33,-60,-69
Stockwell,White City,-33,-50,-68
Uxbridge,Hammersmith,-33,-8,-66
Euston,Queen's Park,-33,-55,-64
North Harrow,Moorgate,-33,-51,-64
Richmond,Gloucester Road,-33,-32,-63
Tooting Bec,Goodge Street,-33,-47,-63
Tottenham Hale,Caledonian Road,-33,-40,-63
Shadwell,Crossharbour,-33,-53,-62
Clapham North,Leicester Square,-33,-41,-57
Dalston Kingsland,Gunnersbury,-33,-52,-57
Putney Bridge,Embankment,-33,-49,-57
Shadwell,London City Airport,-33,-52,-57
Belsize Park,Angel,-33,-31,-55
Upton Park,Stepney Green,-33,-36,-55
Amersham,Canary Wharf,-33,-30,-54
West Hampstead,Dalston Kingsland,-33,-43,-53
Canons Park,Southwark,-33,-46,-52
London Bridge,South Wimbledon,-33,-51,-52
Royal Albert,Shadwell,-33,-44,-52
West Ruislip,Bank and Monument,-33,-43,-52
Archway,Hampstead,-33,-22,-51
Golders Green,Chalk Farm,-33,-12,-51
Ealing Common,Chiswick Park,-33,-10,-50
South Quay,Lewisham,-33,-44,-50
Watford,Baker Street,-33,-37,-50
West Kensington,Gunnersbury,-33,-35,-49
Willesden Green,Northwick Park,-33,-40,-49
Kentish Town West,Shepherd's Bush,-33,-45,-48
Vauxhall,Manor House,-33,-46,-48
Westferry,Lewisham,-33,-45,-48
Northfields,Wimbledon,-33,-22,-47
Old Street,Brixton,-33,-41,-47
Willesden Junction,Maida Vale,-33,-29,-46
Belsize Park,Golders Green,-33,-10,-45
Hainault,Leyton,-33,-34,-44
Ravenscourt Park,Blackfriars,-33,-41,-44
Tower Hill,Gunnersbury,-33,-43,-44
West Ham,Dagenham Heathway,-33,-39,-42
Angel,Oval,-33,-39,-41
Leyton,Newbury Park,-33,-37,-41
Amersham,Aldgate,-33,-37,-40
Chancery Lane,Marble Arch,-33,-36,-40
Heathrow Terminal 5,Earl's Court,-33,-37,-40
New Cross Gate,Norwood Junction,-33,-38,-40
North Harrow,Barbican,-33,-40,-40
Northwood Hills,Finchley Road,-33,-36,-40
Blackfriars,West Kensington,-33,-38,-39
Piccadilly Circus,Elephant & Castle,-33,-37,-39
Uxbridge,Rayners Lane,-33,-30,-39
Cannon Street,Fulham Broadway,-33,-38,-38
Clapham North,South Wimbledon,-33,-37,-38
Shoreditch High Street,New Cross,-33,-32,-38
South Kenton,Watford Junction,-33,-23,-36
Tower Gateway,Cyprus,-33,-35,-36
Barkingside,Chancery Lane,-33,-34,-7
Hounslow East,Knightsbridge,-33,-36,30
Marylebone,Paddington,-32,262,-256
Tottenham Hale,Walthamstow Central,-32,115,-171
London Bridge,Edgware Road,-32,-124,-141
Morden,Warren Street,-32,-48,-121
Gloucester Road,Holborn,-32,-62,-102
Clapham Common,Embankment,-32,-55,-83
Dalston Kingsland,West Hampstead,-32,-72,-82
Walthamstow Central,Wood Green,-32,-52,-78
Southfields,Sloane Square,-32,-37,-76
St James Street,Bethnal Green,-32,-55,-70
Tooting Bec,Angel,-32,-49,-70
Barbican,King's Cross St. Pancras,-32,-44,-69
Barons Court,Knightsbridge,-32,-38,-69
Dalston Kingsland,Hackney Wick,-32,-52,-68
Ealing Broadway,West Kensington,-32,-41,-66
Queensbury,Baker Street,-32,-37,-66
Pimlico,Old Street,-32,-51,-65
Plaistow,Mile End,-32,-31,-63
Ealing Broadway,Heathrow Terminals 2 & 3,-32,-7,-61
London Bridge,Kilburn,-32,-57,-60
Turnpike Lane,Holloway Road,-32,-32,-60
Highgate,Mornington Crescent,-32,-27,-58
Stamford Brook,Earl's Court,-32,-35,-56
Watford,Canary Wharf,-32,-26,-56
Wood Green,Piccadilly Circus,-32,-43,-54
Belsize Park,Charing Cross,-32,-41,-53
Cannon Street,Paddington,-32,-51,-53
Liverpool Street,Wood Lane,-32,-51,-53
Mile End,Notting Hill Gate,-32,-47,-53
Ruislip,Farringdon,-32,-39,-53
Wanstead,Holborn,-32,-35,-53
White City,North Acton,-32,1,-53
Rickmansworth,Canary Wharf,-32,-30,-53
Plaistow,Euston Square,-32,-42,-52
West Hampstead,Neasden,-32,-39,-51
Elm Park,Aldgate East,-32,-37,-50
West Brompton,Mansion House,-32,-46,-50
Queensbury,Waterloo,-32,-42,-49
Enfield Town,Bruce Grove,-32,-36,-48
Edgware Road,West Brompton,-32,-43,-46
Stanmore,St. John's Wood,-32,-28,-46
Leytonstone High Road,South Tottenham,-32,-29,-44
Finchley Central,Totteridge & Whetstone,-32,-13,-43
Finchley Road & Frognal,Dalston Kingsland,-32,-41,-43
Finchley Road & Frognal,Kensington,-32,-41,-43
Upney,Dagenham Heathway,-32,-22,-43
West Kensington,Wimbledon,-32,-29,-43
Neasden,Northwick Park,-32,-33,-42
Newbury Park,Wanstead,-32,-24,-42
Wood Street,Clapton,-32,-30,-42
Clapton,Wood Street,-32,-37,-41
Westminster,Tower Hill,-32,-37,-41
Chorleywood,Great Portland Street,-32,-36,-40
Leyton,Debden,-32,-35,-40
Wembley Park,Northwood Hills,-32,-33,-40
Caledonian Road,Wood Green,-32,-37,-39
Edmonton Green,Theobalds Grove,-32,-32,-39
Kingsbury,Willesden Green,-32,-29,-39
Leicester Square,Knightsbridge,-32,-35,-39
Ealing Common,Uxbridge,-32,-32,-38
Heron Quays,Deptford Bridge,-32,-38,-38
Northwood,Euston Square,-32,-36,-38
West Hampstead,Canons Park,-32,-37,-38
Camden Town,East Finchley,-32,-34,-37
Kentish Town,East Finchley,-32,-31,-37
Kilburn,Stanmore,-32,-34,-37
Cannon Street,Gunnersbury,-32,-36,-36
Chorleywood,Watford,-32,-16,-36
Euston Square,Uxbridge,-32,-35,-36
Hounslow East,Alperton,-32,-32,-36
Stamford Hill,Cambridge Heath,-32,-34,-36
Watford,Northwood Hills,-32,-28,-36
Queen's Park,North Wembley,-32,-33,-35
Camden Town,Burnt Oak,-32,-34,-34
Ealing Common,South Harrow,-32,-33,-34
Plaistow,Upminster Bridge,-32,-34,-34
Mill Hill East,Old Street,-32,-32,-31
Southgate,Piccadilly Circus,-32,-37,-31
West Ruislip,Chancery Lane,-32,-32,12
East Finchley,King's Cross St. Pancras,-32,45,85
Northfields,Acton Town,-32,49,130
Finchley Road & Frognal,Hampstead Heath,-32,101,315
Royal Victoria,Bank and Monument,-31,-206,-267
Sydenham,Whitechapel,-31,-113,-177
Honor Oak Park,Whitechapel,-31,-81,-172
Angel,Euston,-31,27,-130
Victoria,Stockwell,-31,-88,-115
Greenford,Bank and Monument,-31,-64,-106
Parsons Green,Paddington,-31,-29,-105
Fulham Broadway,Green Park,-31,-40,-100
Seven Sisters,Caledonian Road,-31,-22,-100
Pinner,Liverpool Street,-31,-58,-94
Ealing Broadway,Wimbledon,-31,31,-88
Queen's Park,Chancery Lane,-31,-35,-86
Shepherd's Bush,West Hampstead,-31,-66,-80
Shadwell,Poplar,-31,-65,-79
High Barnet,London Bridge,-31,-34,-75
Uxbridge,Moorgate,-31,-49,-71
Bow Road,Westminster,-31,-56,-70
Dalston Junction,Clapham Junction,-31,-33,-69
Southfields,High Street Kensington,-31,-30,-69
Clapham Common,Leicester Square,-31,-42,-68
Oval,Charing Cross,-31,-36,-65
Upton Park,Euston Square,-31,-44,-65
East Ham,Marble Arch,-31,-44,-64
Bank and Monument,Queensway,-31,-58,-62
St. John's Wood,Vauxhall,-31,-38,-62
Tottenham Hale,Holloway Road,-31,-41,-62
Clapham North,Embankment,-31,-46,-61
Heron Quays,Limehouse,-31,-56,-61
Neasden,Canary Wharf,-31,-33,-60
Colliers Wood,Clapham South,-31,-25,-59
Denmark Hill,Kensington,-31,-49,-59
East Ham,Bermondsey,-31,-44,-58
Walthamstow Queens Road,Leytonstone High Road,-31,-27,-56
Angel,Hammersmith,-31,-47,-55
Rayners Lane,Earl's Court,-31,-39,-53
Whitechapel,Fulham Broadway,-31,-48,-52
Colliers Wood,Goodge Street,-31,-41,-50
Preston Road,Euston Square,-31,-38,-50
Southwark,Bermondsey,-31,-42,-50
Bank and Monument,Greenwich,-31,-48,-49
Chalk Farm,Charing Cross,-31,-39,-49
Edgware,Leicester Square,-31,-40,-49
Gants Hill,Marble Arch,-31,-35,-49
Oakwood,Finsbury Park,-31,-28,-49
West Hampstead,Uxbridge,-31,-36,-48
Queensbury,Finchley Road,-31,-36,-47
Bounds Green,Caledonian Road,-31,-32,-46
Dalston Junction,Queens Road Peckham,-31,-42,-46
Latimer Road,Baker Street,-31,-34,-46
Marble Arch,Shepherd's Bush,-31,-38,-46
Pimlico,Marylebone,-31,-41,-46
Plaistow,Bow Road,-31,-32,-46
Plaistow,Stepney Green,-31,-34,-46
Willesden Junction,Gospel Oak,-31,-23,-46
Barons Court,Cannon Street,-31,-43,-45
Ealing Common,Knightsbridge,-31,-36,-45
Ladbroke Grove,Wood Lane,-31,49,-45
Liverpool Street,Northwick Park,-31,-45,-45
West Croydon,Honor Oak Park,-31,-36,-45
Dagenham East,East Ham,-31,-26,-42
Dalston Junction,Rotherhithe,-31,-41,-42
High Street Kensington,Temple,-31,-37,-42
Acton Town,Uxbridge,-31,-28,-41
Dagenham Heathway,Bromley-by-Bow,-31,-34,-41
Hounslow East,Northfields,-31,-30,-41
Stamford Brook,Temple,-31,-38,-41
Stoke Newington,Cambridge Heath,-31,-30,-41
Willesden Junction,Hackney Central,-31,-37,-41
Dollis Hill,Northwick Park,-31,-33,-40
Hillingdon,Aldgate,-31,-38,-40
Leyton Midland Road,Crouch Hill,-31,-31,-40
Liverpool Street,Maryland,-31,-40,-40
Liverpool Street,Stamford Hill,-31,-40,-40
St. James's Park,Aldgate East,-31,-38,-40
Elephant & Castle,Warwick Avenue,-31,-38,-39
Highbury & Islington,Sydenham,-31,-38,-39
Hounslow West,Heathrow Terminal 5,-31,6,-38
North Wembley,Kenton,-31,15,-38
Southwark,Swiss Cottage,-31,-37,-38
Gunnersbury,Kensal Rise,-31,-28,-37
Mill Hill East,East Finchley,-31,-6,-36
South Kenton,Queen's Park,-31,-31,-36
South Ruislip,East Acton,-31,-28,-36
Angel,Hendon Central,-31,-34,-35
St. Paul's,Marble Arch,-31,-33,-35
Amersham,Barbican,-31,-36,-34
Kenton,Carpenders Park,-31,-24,-33
North Wembley,Watford High Street,-31,-30,-33
Rickmansworth,Euston Square,-31,-34,-33
Fairlop,St. Paul's,-31,-33,-17
Greenford,Holborn,-31,-36,5
Greenford,Hanger Lane,-31,103,70
Southgate,Arnos Grove,-31,120,89
Ealing Broadway,West Acton,-31,230,390
Hoxton,Highbury & Islington,-30,-90,-148
Canning Town,Blackwall,-30,50,-115
Southfields,Paddington,-30,-23,-114
Barking,Embankment,-30,-65,-89
St. John's Wood,Moorgate,-30,-56,-77
Oxford Circus,Chancery Lane,-30,-34,-75
Southfields,Embankment,-30,-59,-74
Bounds Green,Warren Street,-30,-32,-73
Tooting Bec,Chancery Lane,-30,-47,-72
King's Cross St. Pancras,Blackhorse Road,-30,-67,-70
Eastcote,Moorgate,-30,-53,-69
Snaresbrook,Bank and Monument,-30,-37,-69
London Bridge,Clapham North,-30,-63,-68
Maida Vale,Farringdon,-30,-35,-65
Warwick Avenue,London Bridge,-30,-52,-65
Denmark Hill,Imperial Wharf,-30,-46,-64
South Ruislip,Bank and Monument,-30,-49,-64
Shadwell,Clapham Junction,-30,-39,-63
Whitechapel,Earl's Court,-30,-57,-63
Redbridge,Canary Wharf,-30,37,-61
Oakwood,Victoria,-30,-28,-60
Kensal Rise,Kensington,-30,-41,-58
Tooting Bec,Clapham North,-30,-36,-57
South Wimbledon,Leicester Square,-30,-42,-56
King's Cross St. Pancras,Harrow-on-the-Hill,-30,-52,-54
Acton Central,Camden Road,-30,-40,-52
Totteridge & Whetstone,Waterloo,-30,-35,-52
Willesden Green,Great Portland Street,-30,-26,-52
Mudchute,Lewisham,-30,-36,-51
Brent Cross,Old Street,-30,-35,-49
Cheshunt,Seven Sisters,-30,-39,-49
Mile End,White City,-30,-41,-49
South Wimbledon,Clapham Common,-30,-31,-49
Heathrow Terminal 5,King's Cross St. Pancras,-30,-40,-48
Northfields,Barons Court,-30,-36,-47
Pontoon Dock,Stratford International,-30,-44,-47
Westferry,Woolwich Arsenal,-30,-35,-47
Ruislip Manor,Farringdon,-30,-36,-46
Southgate,Bounds Green,-30,10,-46
West Hampstead,Imperial Wharf,-30,-40,-46
Cyprus,Shadwell,-30,-40,-45
High Barnet,Leicester Square,-30,-35,-45
Putney Bridge,Southfields,-30,1,-45
Camden Road,Gunnersbury,-30,-40,-44
Gospel Oak,Gunnersbury,-30,-40,-43
Bow Road,East Ham,-30,-34,-42
East Acton,Hanger Lane,-30,-2,-42
Gunnersbury,Mansion House,-30,-38,-42
Heathrow Terminals 2 & 3,Gloucester Road,-30,-36,-42
Ealing Broadway,Heathrow Terminal 4,-30,-27,-41
Edgware,Euston,-30,-27,-41
New Cross Gate,Crystal Palace,-30,-33,-40
Totteridge & Whetstone,Mornington Crescent,-30,-32,-40
Angel,Belsize Park,-30,-33,-39
Camden Road,Kensal Rise,-30,-33,-39
Elephant & Castle,Tooting Bec,-30,-38,-39
Great Portland Street,Hammersmith,-30,-36,-39
Ladbroke Grove,Richmond,-30,-26,-39
Osterley,Acton Town,-30,-21,-39
Sloane Square,Ravenscourt Park,-30,-37,-39
West Acton,Marble Arch,-30,-33,-39
West Silvertown,King George V,-30,-33,-39
Woodside Park,Highgate,-30,-20,-39
Uxbridge,Park Royal,-30,-22,-38
Willesden Junction,Kew Gardens,-30,-30,-38
Dalston Kingsland,South Acton,-30,-35,-37
Earl's Court,Northfields,-30,-36,-37
